,year,company name,car model,km driven,ownership,Fuel,Price,Transmission,Variant,City
1012,2017,Hyundai,Elite i20,"68,595",2nd Owner,Diesel,"₹5,92,399",Manual,SPORTZ 1.4 Manual,Pune
1013,2014,Honda,Mobilio,"70,926",1st Owner,Petrol,"₹5,67,799",Manual,1.5 V OPT. I VTEC Manual,Bengaluru
1014,2016,Volkswagen,Polo,"17,717",2nd Owner,Petrol,"₹6,94,399",Automatic,GT TSI 1.2 PETROL AT Automatic,Bengaluru
1015,2014,Hyundai,Xcent,"52,819",1st Owner,Petrol,"₹5,16,199",Automatic,SX AT 1.2 OPT Automatic,Bengaluru
1016,2014,Hyundai,Xcent,"38,002",1st Owner,Petrol,"₹4,82,999",Manual,S 1.2 Manual,Bengaluru
1017,2018,Maruti,Eeco,"32,068",1st Owner,Petrol,"₹3,87,999",Manual,5 STR WITH AC PLUSHTR Manual,Bengaluru
1018,2018,Ford,FREESTYLE,"35,175",1st Owner,Petrol,"₹6,16,299",Manual,TITANIUM + 1.2 TI-VCT Manual,Bengaluru
1019,2016,Maruti,Baleno,"50,083",1st Owner,Petrol,"₹6,88,599",Manual,DELTA 1.2 K12 Manual,Bengaluru
1020,2018,Ford,FREESTYLE,"17,410",2nd Owner,Petrol,"₹6,28,099",Manual,TITANIUM 1.2 TI-VCT MT Manual,Bengaluru
1021,2017,Volkswagen,Polo,"38,489",2nd Owner,Petrol,"₹6,86,599",Manual,COMFORTLINE 1.2L PETROL Manual,Bengaluru
1022,2013,Volkswagen,Polo,"26,663",3rd Owner,Petrol,"₹6,64,599",Automatic,GT TSI 1.2 PETROL AT Automatic,Bengaluru
1023,2016,Maruti,Baleno,"65,255",1st Owner,Petrol,"₹6,15,899",Manual,ZETA 1.2 K12 Manual,Bengaluru
1024,2013,Hyundai,Verna,"51,391",3rd Owner,Petrol,"₹5,89,299",Manual,FLUIDIC 1.6 SX VTVT Manual,Bengaluru
1025,2016,Maruti,Baleno,"33,724",1st Owner,Petrol,"₹6,15,799",Manual,DELTA 1.2 K12 Manual,Bengaluru
1026,2016,Volkswagen,Polo,"35,519",1st Owner,Petrol,"₹6,26,399",Manual,COMFORTLINE 1.2L PETROL Manual,Bengaluru
1027,2017,Honda,City,"39,964",2nd Owner,Petrol,"₹8,36,799",Manual,VX MT PETROL Manual,Bengaluru
1028,2014,Maruti,Ertiga,"1,36,879",1st Owner,Diesel,"₹6,77,499",Manual,ZDI Manual,Bengaluru
1029,2016,Hyundai,Elite i20,"43,221",2nd Owner,Diesel,"₹7,17,299",Manual,ASTA 1.4 CRDI Manual,Bengaluru
1030,2016,Hyundai,Creta,"1,13,574",1st Owner,Diesel,"₹8,84,999",,1.6 SX CRDI,Bengaluru
1031,2013,Ford,Ecosport,"38,034",1st Owner,Petrol,"₹6,24,899",Manual,1.5 TITANIUM TI VCT Manual,Bengaluru
1032,2016,Hyundai,Elite i20,"38,686",2nd Owner,Petrol,"₹6,72,999",Manual,ASTA 1.2 (O) Manual,Bengaluru
1033,2017,Volkswagen,Polo,"41,866",1st Owner,Petrol,"₹8,15,199",Automatic,GT TSI 1.2 PETROL AT Automatic,Bengaluru
1034,2014,Maruti,Swift Dzire,"79,550",2nd Owner,Diesel,"₹5,41,599",Manual,VDI BS IV Manual,Bengaluru
1035,2016,Hyundai,Elite i20,"53,103",1st Owner,Petrol,"₹6,84,899",Manual,SPORTZ 1.2 Manual,Bengaluru
1036,2014,Skoda,Rapid,"90,560",2nd Owner,Petrol,"₹5,54,199",Manual,AMBITION 1.6 MPI MT PLUS Manual,Bengaluru
1037,2013,Ford,Ecosport,"39,771",2nd Owner,Petrol,"₹6,81,199",Manual,1.5AMBIENTE TI VCT Manual,Bengaluru
1038,2015,Honda,Jazz,"60,878",3rd Owner,Petrol,"₹5,54,299",Manual,1.2 V MT Manual,Bengaluru
1039,2012,Toyota,Etios,"89,408",1st Owner,Petrol,"₹4,93,199",Manual,V Manual,Bengaluru
1040,2017,Maruti,Baleno,"66,816",1st Owner,Petrol,"₹6,55,299",Manual,ZETA 1.2 K12 Manual,Bengaluru
1041,2018,Toyota,YARIS,"58,923",1st Owner,Petrol,"₹8,52,199",Manual,V CVT Manual,Bengaluru
1042,2019,KIA,SELTOS,"25,322",1st Owner,Diesel,"₹14,89,399",Manual,HTX+ MT 1.5 DIESEL Manual,Bengaluru
1043,2016,Maruti,S Cross,"1,46,782",2nd Owner,Diesel,"₹6,74,199",Manual,ZETA 1.3 Manual,Bengaluru
1044,2013,Hyundai,Grand i10,"40,662",1st Owner,Petrol,"₹4,43,999",Manual,SPORTS 1.2 VTVT Manual,Bengaluru
1045,2017,Maruti,IGNIS,"35,928",1st Owner,Petrol,"₹6,56,499",Automatic,ZETA 1.2 K12 AMT Automatic,Bengaluru
1046,2017,Maruti,IGNIS,"26,862",1st Owner,Petrol,"₹5,16,999",Manual,DELTA 1.2 K12 Manual,Bengaluru
1047,2018,Volkswagen,Polo,"30,201",1st Owner,Petrol,"₹6,73,499",Manual,COMFORTLINE 1.0 PETROL Manual,Bengaluru
1048,2019,Maruti,Vitara Brezza,"22,714",1st Owner,Diesel,"₹10,11,399",Automatic,ZDI AMT Automatic,Bengaluru
1049,2016,Ford,Ecosport,"54,152",1st Owner,Diesel,"₹7,90,199",Manual,1.5TITANIUM TDCI Manual,Bengaluru
1050,2019,Hyundai,VENUE,"11,423",1st Owner,Petrol,"₹10,67,799",Manual,1.0L Turbo GDI SX(O) MT Manual,Bengaluru
1051,2017,Maruti,IGNIS,"44,863",1st Owner,Petrol,"₹6,31,899",Manual,ALPHA 1.2 K12 DUAL TONE Manual,Bengaluru
1052,2016,Ford,Ecosport,"31,870",1st Owner,Diesel,"₹7,12,199",Manual,1.5 TREND+ TDCI Manual,Bengaluru
1053,2016,Renault,Duster,"27,083",2nd Owner,Petrol,"₹7,01,399",Manual,RXL PETROL 104 Manual,Bengaluru
1054,2012,Maruti,Alto 800,"29,483",2nd Owner,Petrol,"₹2,75,799",Manual,LXI Manual,Bengaluru
1055,2018,Maruti,Swift,"50,630",1st Owner,Diesel,"₹7,14,599",Automatic,ZDI AMT Automatic,Bengaluru
1056,2019,MG,HECTOR,"12,138",1st Owner,Diesel,"₹18,66,599",Manual,SHARP 2.0 DIESEL Manual,Bengaluru
1057,2019,MG,HECTOR,"10,828",1st Owner,Diesel,"₹18,58,999",Manual,SHARP 2.0 DIESEL Manual,Bengaluru
1058,2018,Ford,Ecosport,"35,691",2nd Owner,Petrol,"₹9,80,199",Automatic,1.5 TITANIUM TI VCT AT Automatic,Bengaluru
1059,2019,Ford,Ecosport,"17,389",1st Owner,Petrol,"₹9,87,299",Manual,1.5 TITANIUM TI VCT Manual,Bengaluru
1060,2015,Maruti,Swift,"44,313",2nd Owner,Petrol,"₹5,75,899",Manual,VXI Manual,Bengaluru
1061,2020,Tata,Tiago,"7,771",1st Owner,Petrol,"₹6,01,599",Manual,XZ+ 1.2 Revotron Manual,Bengaluru
1062,2020,Ford,Ecosport,"13,853",1st Owner,Petrol,"₹10,86,999",Manual,1.5 TITANIUM PLUS TI VCT AT Manual,Bengaluru
1063,2019,Ford,Ecosport,"17,363",1st Owner,Petrol,"₹8,75,499",Manual,1.5 TITANIUM TI VCT Manual,Bengaluru
1064,2020,Ford,Ecosport,"13,447",1st Owner,Petrol,"₹11,13,599",Manual,1.5 TITANIUM PLUS TI VCT AT Manual,Bengaluru
1065,2016,Renault,Kwid,"13,808",2nd Owner,Petrol,"₹3,65,299",Manual,RXT Opt Manual,Bengaluru
1066,2014,Maruti,Swift Dzire,"38,392",1st Owner,Petrol,"₹4,89,199",Manual,VXI 1.2 BS IV Manual,Bengaluru
1067,2018,Maruti,IGNIS,"73,599",1st Owner,Petrol,"₹4,90,199",Manual,ZETA 1.2 K12 Manual,Bengaluru
1068,2019,Maruti,S PRESSO,"10,462",1st Owner,Petrol,"₹4,62,499",Manual,VXI PLUS Manual,Bengaluru
1069,2014,Hyundai,i20,"26,971",2nd Owner,Petrol,"₹4,89,999",Manual,ASTA 1.2 Manual,Bengaluru
1070,2017,Honda,Jazz,"27,368",1st Owner,Petrol,"₹7,14,599",Automatic,1.2 V AT Automatic,Bengaluru
1071,2015,Honda,Brio,"52,105",1st Owner,Petrol,"₹5,07,899",Manual,1.2 VX MT I VTEC Manual,Bengaluru
1072,2013,Hyundai,i20,"41,105",1st Owner,Petrol,"₹4,82,599",Manual,MAGNA O 1.2 Manual,Bengaluru
1073,2016,Renault,Kwid,"35,941",2nd Owner,Petrol,"₹4,17,599",,RXT 1.0 EASY-R AT,Bengaluru
1074,2015,Honda,Brio,"4,392",1st Owner,Petrol,"₹4,82,699",Manual,1.2 S MT I VTEC Manual,Bengaluru
1075,2014,Maruti,Swift,"28,791",1st Owner,Petrol,"₹5,82,899",Manual,VXI Manual,Bengaluru
1076,2017,Hyundai,Grand i10,"34,278",1st Owner,Petrol,"₹4,92,599",Manual,MAGNA 1.2 KAPPA VTVT Manual,Bengaluru
1077,2010,Hyundai,i20,"53,548",3rd Owner,Petrol,"₹3,63,099",Manual,SPORTZ 1.2 O Manual,Bengaluru
1078,2012,Maruti,Swift,"56,941",2nd Owner,Petrol,"₹5,89,999",Manual,VXI Manual,Bengaluru
1079,2017,Tata,Tiago,"65,085",1st Owner,Petrol,"₹5,83,699",Manual,XZ 1.2 REVOTRON Manual,Bengaluru
1080,2015,Hyundai,Grand i10,"1,02,124",2nd Owner,Petrol,"₹4,29,599",Manual,ASTA AT 1.2 KAPPA VTVT Manual,Bengaluru
1081,2018,Renault,Kwid,"19,422",2nd Owner,Petrol,"₹4,04,099",,CLIMBER 1.0 AT,Bengaluru
1082,2014,Maruti,Swift,"24,892",1st Owner,Petrol,"₹5,40,599",Manual,VXI Manual,Bengaluru
1083,2018,Renault,Kwid,"10,522",1st Owner,Petrol,"₹3,84,899",Manual,RXL Manual,Bengaluru
1084,2012,Maruti,Swift,"37,988",2nd Owner,Petrol,"₹5,00,099",Manual,VXI Manual,Bengaluru
1085,2013,Hyundai,i20,"45,254",1st Owner,Petrol,"₹4,80,499",Manual,MAGNA O 1.2 Manual,Bengaluru
1086,2012,Maruti,Swift,"37,366",1st Owner,Petrol,"₹5,30,299",Manual,VXI Manual,Bengaluru
1087,2014,Maruti,Swift,"65,138",1st Owner,Petrol,"₹4,86,999",Manual,VXI Manual,Bengaluru
1088,2016,Honda,Jazz,"27,819",1st Owner,Petrol,"₹6,47,199",Manual,1.2 V MT Manual,Bengaluru
1089,2015,Hyundai,i10,"20,652",2nd Owner,Petrol,"₹3,94,499",Manual,MAGNA 1.1 IRDE2 Manual,Bengaluru
1090,2012,Maruti,Swift,"38,980",1st Owner,Petrol,"₹5,10,999",Manual,VXI Manual,Bengaluru
1091,2014,Hyundai,Eon,"36,141",2nd Owner,Petrol,"₹3,24,199",Manual,SPORTZ Manual,Bengaluru
1092,2012,Hyundai,i20,"43,551",1st Owner,Petrol,"₹4,83,099",Manual,SPORTZ 1.2 VTVT Manual,Bengaluru
1093,2017,Renault,Kwid,"14,193",1st Owner,Petrol,"₹3,81,899",Automatic,RXT 1.0 EASY-R AT OPTION Automatic,Bengaluru
1094,2017,Maruti,Celerio,"53,187",1st Owner,Petrol,"₹4,56,999",Automatic,ZXI AMT Automatic,Bengaluru
1095,2018,Renault,Kwid,"9,848",1st Owner,Petrol,"₹4,09,999",,RXL1.0 EASY-R AT,Bengaluru
1096,2012,Maruti,Swift,"75,456",1st Owner,Petrol,"₹4,65,799",Manual,VXI Manual,Bengaluru
1097,2013,Toyota,Etios Liva,"48,838",1st Owner,Petrol,"₹5,53,799",Manual,V Manual,Bengaluru
1098,2017,Maruti,Celerio,"45,379",1st Owner,Petrol,"₹4,57,199",Automatic,ZXI OPT AMT Automatic,Bengaluru
1099,2015,Maruti,Alto K10,"93,795",1st Owner,Petrol,"₹3,21,599",Manual,VXI AMT Manual,Bengaluru
1100,2017,Renault,Kwid,"24,025",1st Owner,Petrol,"₹5,13,999",Manual,CLIMBER 1.0 AT Manual,Bengaluru
1101,2012,Honda,Brio,"47,893",1st Owner,Petrol,"₹4,40,399",Manual,1.2 S MT I VTEC Manual,Bengaluru
1102,2017,Renault,Kwid,"26,686",1st Owner,Petrol,"₹4,49,899",Manual,CLIMBER 1.0 AT Manual,Bengaluru
1103,2015,Hyundai,Grand i10,"77,705",1st Owner,Petrol,"₹5,65,499",Manual,ASTA 1.2 (O) VTVT Manual,Bengaluru
1104,2014,Hyundai,i10,"61,003",2nd Owner,Petrol,"₹3,77,199",Manual,SPORTZ 1.1 IRDE2 Manual,Bengaluru
1105,2016,Hyundai,Grand i10,"13,645",1st Owner,Petrol,"₹5,34,199",Manual,SPORTS 1.2 VTVT Manual,Bengaluru
1106,2019,Hyundai,NEW SANTRO,"14,143",1st Owner,Petrol,"₹5,46,199",Manual,1.1 SPORTS AMT Manual,Bengaluru
1107,2017,Hyundai,Grand i10,"35,356",1st Owner,Petrol,"₹5,31,099",Manual,1.2 KAPPA SPORTZ (O) Manual,Bengaluru
1108,2015,Hyundai,Grand i10,"64,085",1st Owner,Petrol,"₹4,93,399",Manual,SPORTZ 1.2 KAPPA VTVT Manual,Bengaluru
1109,2014,Hyundai,Grand i10,"31,454",4th Owner,Petrol,"₹4,14,499",Manual,SPORTS 1.2 VTVT Manual,Bengaluru
1110,2016,Hyundai,Grand i10,"30,243",2nd Owner,Petrol,"₹5,20,399",Manual,ASTA 1.2 (O) VTVT Manual,Bengaluru
1111,2017,Tata,Nano,"15,377",3rd Owner,Petrol,"₹2,01,699",Manual,XT TWIST Manual,Bengaluru
1112,2018,Hyundai,Grand i10,"11,430",1st Owner,Petrol,"₹8,27,999",Manual,ASTA 1.2 KAPPA VTVT Manual,Bengaluru
1113,2015,Hyundai,Grand i10,"57,741",1st Owner,Petrol,"₹5,56,199",Manual,ASTA 1.2 (O) VTVT Manual,Bengaluru
1114,2016,Hyundai,Grand i10,"15,831",1st Owner,Petrol,"₹5,54,699",Manual,ASTA 1.2 (O) VTVT Manual,Bengaluru
1115,2016,Maruti,Wagon R 1.0,"74,510",2nd Owner,Petrol,"₹4,15,799",Manual,VXI Manual,Bengaluru
1116,2018,Tata,Tiago,"13,936",1st Owner,Petrol,"₹5,54,699",Manual,XZ 1.2 REVOTRON Manual,Bengaluru
1117,2017,Renault,Kwid,"27,188",1st Owner,Petrol,"₹4,22,899",Manual,CLIMBER 1.0 AT Manual,Bengaluru
1118,2017,Renault,Kwid,"24,920",1st Owner,Petrol,"₹4,24,999",Manual,CLIMBER 1.0 AT Manual,Bengaluru
1119,2017,Maruti,Celerio,"36,893",1st Owner,Petrol,"₹4,51,299",Manual,ZXI Manual,Bengaluru
1120,2018,Maruti,IGNIS,"10,344",1st Owner,Petrol,"₹7,13,599",Automatic,ALPHA 1.2 K12 AMT Automatic,Bengaluru
1121,2017,Renault,Kwid,"15,883",1st Owner,Petrol,"₹4,18,899",Manual,RXL1.0 EASY-R AT Manual,Bengaluru
1122,2015,Hyundai,i10,"39,674",1st Owner,Petrol,"₹4,79,199",Manual,SPORTZ 1.1 IRDE2 Manual,Bengaluru
1123,2015,Hyundai,Grand i10,"35,879",2nd Owner,Petrol,"₹4,48,299",Manual,ASTA AT 1.2 KAPPA VTVT Manual,Bengaluru
1124,2016,Hyundai,Grand i10,"16,805",1st Owner,Petrol,"₹5,28,999",Manual,ASTA 1.2 (O) VTVT Manual,Bengaluru
1125,2019,Maruti,Celerio,"21,303",2nd Owner,Petrol,"₹5,56,599",Manual,ZXI OPT Manual,Bengaluru
1126,2016,Maruti,Celerio,"42,560",1st Owner,Petrol,"₹4,34,399",Automatic,VXI AMT Automatic,Bengaluru
1127,2016,Maruti,Celerio,"35,109",1st Owner,Petrol,"₹4,29,899",Manual,VXI Manual,Bengaluru
1128,2016,Hyundai,Grand i10,120,1st Owner,Petrol,"₹5,41,099",Manual,SPORTS 1.2 VTVT Manual,Bengaluru
1129,2016,Hyundai,i10,"14,315",2nd Owner,Petrol,"₹4,38,699",Manual,SPORTZ 1.1 IRDE2 Manual,Bengaluru
1130,2014,Maruti,Wagon R 1.0,"46,679",2nd Owner,Petrol,"₹3,58,299",Manual,VXI Manual,Bengaluru
1131,2015,Maruti,Celerio,"63,466",2nd Owner,Petrol,"₹4,49,599",Manual,VXI Manual,Bengaluru
1132,2013,Maruti,Alto K10,"39,062",2nd Owner,Petrol,"₹2,76,499",Manual,VXI Manual,Bengaluru
1133,2012,Hyundai,i10,"48,208",1st Owner,Petrol,"₹3,67,899",Manual,SPORTZ 1.2 KAPPA2 Manual,Bengaluru
1134,2017,Maruti,Eeco,"31,060",2nd Owner,Petrol,"₹4,03,499",Manual,5 STR WITH AC PLUSHTR Manual,Bengaluru
1135,2015,Maruti,Ritz,"54,899",1st Owner,Petrol,"₹4,91,099",Manual,ZXI ABS Manual,Bengaluru
1136,2011,Hyundai,i10,"81,717",2nd Owner,Petrol,"₹3,92,299",Manual,SPORTZ 1.2 KAPPA2 Manual,Bengaluru
1137,2015,Maruti,Alto 800,"38,512",1st Owner,Petrol,"₹3,04,999",Manual,LXI Manual,Bengaluru
1138,2020,Hyundai,NEW SANTRO,"4,482",1st Owner,Petrol,"₹6,32,399",Manual,1.1 SPORTS AMT Manual,Bengaluru
1139,2015,Maruti,Celerio,"19,324",2nd Owner,Petrol,"₹4,32,899",Automatic,ZXI AMT Automatic,Bengaluru
1140,2014,Maruti,Alto K10,"1,16,043",1st Owner,Petrol,"₹3,36,399",Manual,VXI Manual,Bengaluru
1141,2014,Hyundai,i10,"49,305",2nd Owner,Petrol,"₹4,07,299",Manual,SPORTZ 1.1 IRDE2 Manual,Bengaluru
1142,2016,Maruti,Celerio,"3,171",1st Owner,Petrol,"₹4,67,399",Manual,VXI Manual,Bengaluru
1143,2011,Maruti,Ritz,"62,517",1st Owner,Petrol,"₹3,70,499",Manual,VXI BS IV Manual,Bengaluru
1144,2012,Maruti,Alto K10,"11,095",1st Owner,Petrol,"₹2,73,999",Manual,LXI Manual,Bengaluru
1145,2015,Maruti,Wagon R 1.0,"36,544",1st Owner,Petrol,"₹4,55,299",Manual,VXI Manual,Bengaluru
1146,2013,Maruti,Ritz,"37,930",1st Owner,Petrol,"₹4,09,499",Manual,VXI BS IV Manual,Bengaluru
1147,2012,Maruti,Alto K10,"42,382",1st Owner,Petrol,"₹2,98,099",Manual,VXI Manual,Bengaluru
1148,2015,Maruti,Celerio,"26,809",1st Owner,Petrol,"₹4,52,899",Automatic,ZXI AMT Automatic,Bengaluru
1149,2019,Maruti,Eeco,"24,484",1st Owner,Petrol,"₹4,57,999",Manual,5 STR WITH AC PLUSHTR Manual,Bengaluru
1150,2019,Maruti,Eeco,"27,918",1st Owner,Petrol,"₹4,41,199",Manual,5 STR WITH AC PLUSHTR Manual,Bengaluru
1151,2016,Maruti,Alto 800,"17,173",2nd Owner,Petrol,"₹3,14,199",Manual,LXI Manual,Bengaluru
1152,2014,Maruti,Wagon R 1.0,"45,572",1st Owner,Petrol,"₹4,39,699",Manual,VXI Manual,Bengaluru
1153,2011,Maruti,Ritz,"33,079",1st Owner,Petrol,"₹4,58,099",Manual,ZXI Manual,Bengaluru
1154,2015,Maruti,Wagon R 1.0,"15,893",2nd Owner,Petrol,"₹4,21,499",Manual,VXI Manual,Bengaluru
1155,2019,Maruti,Eeco,"8,409",1st Owner,Petrol,"₹4,93,699",Manual,5 STR WITH AC PLUSHTR Manual,Bengaluru
1156,2018,Maruti,Alto K10,"5,315",1st Owner,Petrol,"₹4,01,199",Manual,VXI (O) AMT Manual,Bengaluru
1157,2017,Maruti,Alto 800,"6,290",2nd Owner,Petrol,"₹3,43,999",Manual,VXI Manual,Bengaluru
1158,2016,Maruti,Alto K10,"29,240",1st Owner,Petrol,"₹3,87,199",Manual,VXI (O) AMT Manual,Bengaluru
1159,2015,Maruti,Alto K10,"22,584",2nd Owner,Petrol,"₹3,53,699",Manual,VXI Manual,Bengaluru
1160,2016,Maruti,Alto K10,"22,469",1st Owner,Petrol,"₹3,88,599",Manual,VXI AMT Manual,Bengaluru
1161,2017,Renault,Duster,"22,087",1st Owner,Diesel,"₹8,90,599",Manual,RXZ 85 PS DIESEL Manual,Bengaluru
1162,2014,Hyundai,Grand i10,"80,080",1st Owner,Petrol,"₹4,70,399",Automatic,ASTA 1.2 AT VTVT Automatic,Bengaluru
1163,2018,Maruti,Alto K10,"4,074",1st Owner,Petrol,"₹4,15,299",Manual,VXI (O) AMT Manual,Bengaluru
1164,2015,Hyundai,i20 Active,"59,460",1st Owner,Petrol,"₹6,00,799",Manual,1.2 S Manual,Bengaluru
1165,2017,Hyundai,Tucson New,"34,941",1st Owner,Diesel,"₹20,67,099",Automatic,4WD AT GLS DIESEL Automatic,Bengaluru
1166,2016,Maruti,S Cross,"14,895",1st Owner,Diesel,"₹7,70,099",Manual,ZETA 1.3 Manual,Bengaluru
1167,2014,Toyota,Innova,"60,580",2nd Owner,Diesel,"₹13,49,699",Manual,2.5 ZX 7 STR BS IV Manual,Bengaluru
1168,2017,Honda,City,"29,409",1st Owner,Petrol,"₹8,18,299",Manual,V MT PETROL Manual,Bengaluru
1169,2018,Ford,FREESTYLE,"24,522",1st Owner,Petrol,"₹6,24,399",Manual,TITANIUM 1.2 TI-VCT MT Manual,Bengaluru
1170,2017,Honda,City,"18,986",1st Owner,Petrol,"₹8,07,399",Manual,V MT PETROL Manual,Bengaluru
1171,2014,Toyota,Corolla Altis,"64,294",1st Owner,Diesel,"₹9,82,999",Manual,D 4D G Manual,Bengaluru
1172,2020,Maruti,Ertiga,"6,759",1st Owner,Petrol,"₹9,19,299",Manual,VXI SMART HYBRID Manual,Bengaluru
1173,2020,Tata,NEXON,"35,736",1st Owner,Petrol,"₹10,45,999",Manual,XZ+ OPT PETROL Manual,Bengaluru
1174,2015,Hyundai,Elite i20,"92,769",1st Owner,Diesel,"₹6,42,199",Manual,ASTA 1.4 CRDI Manual,Bengaluru
1175,2015,Hyundai,Elite i20,"57,614",1st Owner,Petrol,"₹6,09,899",Manual,ASTA 1.2 (O) Manual,Bengaluru
1176,2012,Ford,Figo,"26,224",1st Owner,Petrol,"₹3,94,799",Manual,1.2 TITANIUM DURATEC Manual,Bengaluru
1177,2017,Honda,City,"27,403",2nd Owner,Petrol,"₹8,58,799",Manual,V MT PETROL Manual,Bengaluru
1178,2019,Maruti,New Wagon-R,"19,182",1st Owner,Petrol,"₹5,03,499",,VXI (O)1.OL AGS,Bengaluru
1179,2018,Tata,NEXON,"33,996",1st Owner,Petrol,"₹7,76,899",Manual,XZ+ 1.2 Manual,Bengaluru
1180,2019,Skoda,Rapid,"3,876",1st Owner,Petrol,"₹9,55,699",Manual,STYLE 1.6 MPI MT Manual,Bengaluru
1181,2016,Tata,Tiago,"19,248",2nd Owner,Petrol,"₹4,27,799",Manual,XZ 1.2 REVOTRON Manual,Bengaluru
1182,2017,Ford,New Figo,"16,215",1st Owner,Petrol,"₹5,07,199",Manual,1.2 TITANIUM Manual,Bengaluru
1183,2017,Honda,WR-V,"44,150",1st Owner,Petrol,"₹7,08,899",Manual,1.2 i-VTEC VX MT Manual,Bengaluru
1184,2013,Ford,Ecosport,"68,695",2nd Owner,Petrol,"₹5,59,399",Manual,1.5 TITANIUM TI VCT Manual,Bengaluru
1185,2017,Volkswagen,Polo,"35,781",1st Owner,Petrol,"₹6,95,099",Manual,HIGHLINE1.2L PETROL Manual,Bengaluru
1186,2017,Honda,WR-V,"57,837",1st Owner,Petrol,"₹6,81,599",Manual,1.2 i-VTEC VX MT Manual,Bengaluru
1187,2018,Hyundai,Elite i20,"63,772",1st Owner,Diesel,"₹8,05,699",Manual,ASTA 1.4 CRDI DUAL TONE Manual,Bengaluru
1188,2020,Volkswagen,Vento,"8,464",1st Owner,Petrol,"₹13,47,999",Automatic,HIGHLINE PLUS 1.0 TSI AT Automatic,Bengaluru
1189,2016,Mahindra,XUV500,"33,057",3rd Owner,Diesel,"₹10,99,199",Automatic,W10 AT Automatic,Bengaluru
1190,2017,Ford,Figo Aspire,"22,645",1st Owner,Petrol,"₹5,57,999",Manual,1.2 TITANIUM PETROL Manual,Bengaluru
1191,2020,Renault,TRIBER,"8,050",1st Owner,Petrol,"₹7,81,799",Automatic,RXZ AT Automatic,Bengaluru
1192,2016,Toyota,Corolla Altis,"18,351",2nd Owner,Petrol,"₹10,53,899",Automatic,G AT Automatic,Bengaluru
1193,2015,Hyundai,Eon,"34,016",1st Owner,Petrol,"₹2,45,500",Manual,ERA PLUS Manual,Bengaluru
1194,2018,Honda,Amaze,"13,311",1st Owner,Petrol,"₹6,11,999",Manual,1.2 SMT I VTEC Manual,Bengaluru
1195,2018,Volkswagen,Ameo,"14,079",2nd Owner,Petrol,"₹6,15,699",Manual,HIGHLINE PLUS 1.0 Manual,Bengaluru
1196,2019,Maruti,Vitara Brezza,"27,498",1st Owner,Diesel,"₹8,48,399",Manual,VDI Manual,Bengaluru
1197,2018,Honda,WR-V,"54,689",1st Owner,Petrol,"₹7,30,999",Manual,1.2 i-VTEC VX MT Manual,Bengaluru
1198,2021,Tata,Tiago,"6,217",1st Owner,Petrol,"₹7,05,599",Manual,XZ+ 1.2 Revotron Manual,Bengaluru
1199,2010,Maruti,Swift Dzire,"41,578",2nd Owner,Petrol,"₹3,90,799",Manual,LXI 1.2 BS IV Manual,Bengaluru
1200,2018,Ford,Ecosport,"20,398",1st Owner,Petrol,"₹8,56,999",Manual,1.5 TITANIUM TI VCT Manual,Bengaluru
1201,2019,Maruti,Dzire,"11,865",1st Owner,Petrol,"₹7,70,499",Automatic,ZXI AMT Automatic,Bengaluru
1202,2011,Hyundai,Santro Xing,"70,009",2nd Owner,Petrol,"₹2,57,899",Manual,GL PLUS Manual,Bengaluru
1203,2014,Hyundai,Eon,"38,596",2nd Owner,Petrol,"₹2,71,699",Manual,MAGNA + (O) 1.0 LITRE KAPPA Manual,Bengaluru
1204,2012,Maruti,Swift Dzire,"97,180",1st Owner,Diesel,"₹5,09,499",Manual,VDI BS IV Manual,Bengaluru
1205,2015,Ford,Ecosport,"24,599",1st Owner,Petrol,"₹6,14,799",Manual,1.0 TREND+ (ECOBOOST) Manual,Bengaluru
1206,2018,Ford,Ecosport,"13,002",1st Owner,Petrol,"₹10,68,199",Manual,1.5 TITANIUM SIGNATURE TI VCT (SUNROOF) Manual,Bengaluru
1207,2018,Maruti,Swift,"28,532",1st Owner,Petrol,"₹6,07,499",Manual,VXI Manual,Bengaluru
1208,2017,Hyundai,Grand i10,"37,049",1st Owner,Petrol,"₹4,46,299",Manual,MAGNA 1.2 VTVT Manual,Bengaluru
1209,2009,Hyundai,i10,"58,491",2nd Owner,Petrol,"₹2,52,399",Automatic,MAGNA 1.2 AT Automatic,Bengaluru
1210,2017,Maruti,Swift,"11,704",1st Owner,Petrol,"₹5,35,999",Manual,LXI OPT Manual,Bengaluru
1211,2015,Maruti,Swift,"62,156",1st Owner,Petrol,"₹5,10,799",Manual,VXI Manual,Bengaluru
1212,2012,Maruti,Swift Dzire,"1,30,343",1st Owner,Diesel,"₹4,45,199",Manual,VDI BS IV Manual,Bengaluru
1213,2014,Hyundai,i20,"52,550",1st Owner,Petrol,"₹4,83,099",Manual,SPORTZ 1.2 VTVT Manual,Bengaluru
1214,2017,Hyundai,Grand i10,"24,590",2nd Owner,Petrol,"₹4,76,399",Manual,MAGNA 1.2 KAPPA VTVT Manual,Bengaluru
1215,2011,Maruti,Alto K10,"69,882",1st Owner,Petrol,"₹2,38,699",Manual,VXI Manual,Bengaluru
1216,2014,Maruti,Swift Dzire,"33,716",2nd Owner,Petrol,"₹5,01,999",Automatic,VXI AMT Automatic,Bengaluru
